"CONTACT_ID","AGE","FAMILYSIZE","YEAREXPERIENCE","ANNUALINCOME","EDUCATIONLEVEL_ID","NETPRICE_PRO11_AMT","NETPRICE_PRO12_AMT","NETPRICE_PRO13_AMT","NETPRICE_PRO14_AMT","NETPRICE_PRO15_AMT","NETPRICE_PRO16_AMT","NETPRICE_PRO17_AMT"
477,44,1,19,82,3,0.0,0.0,0.0,40.0,0.0,1.0,0.0
478,36,1,12,50,2,0.0,0.0,0.0,24.0,0.0,0.0,0.0
479,49,1,25,18,3,0.0,0.0,0.0,9.0,0.0,1.0,0.0
480,30,4,5,109,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0
481,43,4,19,42,2,126.0,0.0,0.0,22.0,0.0,0.0,0.0
482,51,3,25,78,1,0.0,0.0,0.0,11.0,0.0,1.0,0.0
483,68,2,44,51,1,0.0,0.0,0.0,11.0,0.0,1.0,0.0
484,28,4,3,113,3,0.0,0.0,0.0,23.0,1.0,0.0,0.0
485,58,4,33,118,2,0.0,0.0,0.0,56.0,0.0,1.0,1.0
486,38,4,13,29,3,0.0,0.0,0.0,11.0,0.0,1.0,0.0
487,46,3,22,34,2,0.0,0.0,0.0,6.0,0.0,0.0,0.0
488,63,2,37,64,3,236.0,1.0,0.0,17.0,0.0,1.0,0.0
489,68,1,42,121,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0
490,41,4,15,48,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
491,44,1,18,80,1,0.0,0.0,0.0,52.0,0.0,0.0,0.0
492,57,1,31,161,1,0.0,0.0,0.0,29.0,0.0,1.0,0.0
493,52,1,26,94,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0
494,69,3,44,15,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
496,64,3,39,30,2,0.0,0.0,0.0,13.0,0.0,0.0,0.0
497,56,3,26,44,3,198.0,0.0,0.0,10.0,1.0,1.0,0.0
498,46,2,21,22,2,0.0,0.0,0.0,3.0,0.0,1.0,0.0
499,59,4,35,38,1,166.0,0.0,0.0,13.0,1.0,1.0,0.0
501,46,4,20,69,1,0.0,0.0,0.0,29.0,1.0,1.0,0.0
502,45,1,21,43,1,136.0,0.0,0.0,7.0,0.0,0.0,0.0
503,36,1,10,32,3,166.0,0.0,0.0,6.0,0.0,1.0,0.0
504,46,1,20,49,1,0.0,0.0,0.0,28.0,0.0,1.0,0.0
505,44,3,17,9,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
506,65,4,41,45,2,0.0,0.0,0.0,13.0,0.0,1.0,0.0
507,43,3,18,82,1,309.0,0.0,0.0,10.0,0.0,0.0,0.0
508,61,2,37,92,1,103.0,0.0,0.0,28.0,0.0,0.0,0.0
509,42,3,17,39,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
510,68,3,43,81,2,0.0,0.0,0.0,18.0,0.0,1.0,0.0
512,61,2,36,61,3,193.0,0.0,0.0,23.0,0.0,1.0,0.0
513,44,3,19,73,1,0.0,0.0,0.0,30.0,0.0,1.0,0.0
514,35,1,10,112,1,366.0,0.0,0.0,46.0,0.0,0.0,0.0
515,57,2,32,12,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
516,55,3,29,38,3,0.0,0.0,0.0,9.0,0.0,1.0,0.0
517,61,2,35,73,2,0.0,0.0,0.0,7.0,1.0,1.0,0.0
518,40,1,16,84,2,0.0,1.0,0.0,36.0,0.0,0.0,0.0
519,42,4,18,78,1,118.0,0.0,0.0,24.0,0.0,1.0,0.0
520,63,3,38,80,1,0.0,0.0,0.0,5.0,0.0,1.0,0.0
521,34,2,8,115,1,101.0,0.0,0.0,13.0,1.0,1.0,0.0
522,37,1,11,82,2,251.0,0.0,0.0,27.0,0.0,1.0,0.0
523,41,2,17,74,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
525,31,3,7,81,1,276.0,0.0,0.0,15.0,0.0,1.0,0.0
526,61,4,37,149,2,0.0,0.0,1.0,72.0,1.0,1.0,1.0
527,34,2,4,51,3,0.0,0.0,0.0,17.5,0.0,0.0,0.0
528,33,3,7,39,2,0.0,0.0,0.0,11.0,0.0,1.0,0.0
529,56,3,32,98,2,0.0,0.0,0.0,18.0,0.0,0.0,0.0
530,61,4,36,45,1,0.0,0.0,0.0,21.0,1.0,1.0,0.0
531,62,4,35,49,2,0.0,0.0,0.0,25.0,0.0,1.0,0.0
532,52,2,28,128,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
533,62,3,37,42,1,0.0,1.0,1.0,15.0,1.0,0.0,0.0
534,62,1,38,18,3,0.0,0.0,0.0,12.0,0.0,1.0,0.0
535,54,2,28,31,3,161.0,0.0,0.0,4.0,1.0,1.0,0.0
536,38,3,14,58,1,149.0,0.0,0.0,20.0,1.0,1.0,0.0
538,28,4,4,54,1,0.0,0.0,0.0,16.0,1.0,1.0,0.0
539,52,2,26,70,2,0.0,0.0,0.0,15.0,0.0,0.0,0.0
542,53,4,28,83,3,188.0,0.0,0.0,36.0,0.0,1.0,0.0
543,55,2,31,163,1,116.0,0.0,0.0,4.0,0.0,1.0,0.0
544,51,3,25,42,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
546,29,3,3,132,3,0.0,0.0,0.0,65.0,1.0,0.0,1.0
547,60,1,35,24,1,0.0,0.0,0.0,13.0,1.0,1.0,0.0
548,63,2,39,22,1,0.0,1.0,1.0,10.0,1.0,1.0,0.0
549,57,4,32,58,3,0.0,0.0,0.0,13.0,0.0,0.0,0.0
550,27,4,3,60,1,0.0,0.0,0.0,16.0,0.0,1.0,0.0
551,29,4,3,15,1,0.0,0.0,0.0,4.0,1.0,0.0,0.0
552,44,4,20,83,1,0.0,0.0,0.0,26.7,1.0,1.0,0.0
554,64,4,38,41,2,0.0,1.0,0.0,17.0,0.0,1.0,0.0
555,32,4,3,134,3,0.0,0.0,0.0,65.0,0.0,0.0,1.0
556,64,2,38,80,1,0.0,0.0,0.0,28.0,0.0,1.0,0.0
557,41,1,15,52,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0
558,31,4,7,70,1,0.0,0.0,0.0,26.0,0.0,1.0,0.0
559,56,2,30,92,1,0.0,1.0,0.0,11.0,0.0,0.0,0.0
560,30,1,4,43,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
561,28,3,4,21,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
562,36,3,12,23,3,0.0,0.0,0.0,9.0,1.0,1.0,0.0
563,53,4,29,13,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
564,30,4,4,112,3,0.0,0.0,0.0,21.0,1.0,0.0,0.0
565,30,2,4,138,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
567,41,2,16,171,1,0.0,0.0,0.0,78.0,0.0,1.0,0.0
568,61,4,37,42,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
569,45,2,20,168,2,0.0,0.0,0.0,79.0,0.0,1.0,1.0
570,48,4,23,85,2,0.0,1.0,0.0,11.0,0.0,1.0,0.0
571,55,3,28,44,2,135.0,0.0,0.0,10.0,0.0,1.0,0.0
572,32,4,6,65,2,244.0,0.0,0.0,18.0,0.0,0.0,0.0
573,56,4,32,24,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0
574,65,1,40,11,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
575,54,2,30,38,3,164.0,0.0,0.0,10.0,0.0,1.0,0.0
576,39,4,15,10,2,81.0,0.0,0.0,7.0,0.0,0.0,0.0
577,27,1,3,135,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
578,32,3,6,148,1,0.0,0.0,0.0,41.0,0.0,1.0,1.0
580,42,1,17,115,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
581,51,1,26,45,1,0.0,0.0,0.0,3.0,1.0,1.0,0.0
582,49,3,24,159,3,315.0,0.0,0.0,19.0,0.0,1.0,1.0
583,67,2,43,169,1,122.0,0.0,0.0,21.0,0.0,1.0,0.0
584,58,2,32,112,1,0.0,0.0,0.0,14.0,0.0,1.0,0.0
585,63,1,39,93,1,0.0,0.0,0.0,43.0,0.0,1.0,0.0
586,54,1,28,29,3,140.0,0.0,0.0,3.0,0.0,0.0,0.0
587,53,1,26,85,2,0.0,0.0,0.0,26.7,0.0,1.0,0.0
588,51,4,27,21,1,0.0,0.0,0.0,6.0,1.0,1.0,0.0
589,56,2,32,144,1,0.0,0.0,0.0,68.0,0.0,1.0,0.0
590,37,4,13,13,1,95.0,1.0,0.0,10.0,0.0,1.0,0.0
591,51,1,27,165,1,0.0,0.0,0.0,50.0,1.0,0.0,0.0
592,58,4,34,9,1,89.0,0.0,0.0,7.0,0.0,1.0,0.0
595,35,1,9,29,3,0.0,0.0,0.0,19.0,1.0,1.0,0.0
596,38,2,12,20,3,0.0,0.0,0.0,14.0,1.0,1.0,0.0
597,33,4,6,68,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
599,59,2,34,61,2,105.0,0.0,0.0,19.0,0.0,0.0,0.0
600,41,4,15,91,2,100.0,0.0,0.0,14.0,1.0,0.0,0.0
601,52,1,28,31,1,0.0,1.0,0.0,10.0,0.0,1.0,0.0
602,37,4,13,71,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
604,67,4,42,172,1,282.0,0.0,1.0,31.0,1.0,1.0,1.0
606,47,1,21,55,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0
607,49,2,25,69,1,209.0,0.0,0.0,17.0,0.0,0.0,0.0
608,60,1,36,155,1,0.0,0.0,0.0,74.0,0.0,1.0,0.0
609,57,1,31,94,2,0.0,0.0,0.0,19.0,0.0,0.0,0.0
611,30,2,6,125,1,0.0,0.0,0.0,6.0,0.0,0.0,0.0
613,47,3,23,72,3,0.0,0.0,0.0,3.0,0.0,1.0,0.0
614,59,1,33,61,3,0.0,0.0,0.0,22.0,1.0,1.0,0.0
615,35,2,9,25,1,0.0,0.0,0.0,3.0,1.0,0.0,0.0
616,48,2,22,83,2,0.0,0.0,0.0,17.0,0.0,1.0,0.0
617,29,3,5,104,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0
618,58,3,28,41,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
619,55,4,30,58,3,91.0,0.0,0.0,18.0,0.0,0.0,0.0
620,42,1,16,93,3,0.0,0.0,0.0,15.0,1.0,0.0,0.0
622,50,2,26,148,1,0.0,0.0,1.0,75.0,1.0,1.0,0.0
623,50,4,25,53,3,98.0,1.0,1.0,19.0,1.0,0.0,0.0
624,51,2,27,71,1,145.0,0.0,0.0,17.0,1.0,0.0,0.0
625,50,1,25,92,2,0.0,0.0,0.0,28.0,0.0,1.0,0.0
626,38,4,13,61,3,0.0,0.0,0.0,21.0,0.0,1.0,0.0
627,49,3,22,38,2,135.0,0.0,0.0,25.0,0.0,0.0,0.0
628,65,4,40,58,1,0.0,0.0,0.0,17.0,0.0,1.0,0.0
629,29,1,4,80,2,150.0,0.0,0.0,8.0,0.0,0.0,0.0
630,41,4,11,71,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
631,46,3,21,89,3,0.0,0.0,0.0,5.0,1.0,1.0,0.0
632,65,1,41,83,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
633,60,3,35,28,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0
635,54,1,29,70,1,169.0,0.0,0.0,12.0,0.0,0.0,0.0
636,51,1,25,71,3,0.0,0.0,0.0,14.0,1.0,0.0,0.0
637,44,1,19,75,3,280.0,0.0,0.0,37.0,0.0,0.0,0.0
638,68,3,42,170,3,99.0,0.0,1.0,79.0,0.0,1.0,1.0
639,44,4,20,78,1,78.0,0.0,0.0,8.0,0.0,1.0,0.0
640,38,2,14,25,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
641,41,2,17,60,3,0.0,0.0,0.0,6.0,1.0,1.0,0.0
642,56,4,32,120,2,111.0,1.0,1.0,27.0,0.0,1.0,1.0
643,58,2,32,99,1,264.0,0.0,0.0,14.0,1.0,1.0,0.0
644,29,3,4,55,3,113.0,0.0,0.0,26.0,1.0,0.0,0.0
645,33,3,9,29,2,117.0,0.0,0.0,10.0,0.0,0.0,0.0
646,57,2,31,170,2,325.0,0.0,0.0,62.0,0.0,1.0,1.0
647,68,3,43,53,1,0.0,0.0,0.0,22.0,1.0,0.0,0.0
650,69,2,43,42,3,138.0,0.0,0.0,7.0,1.0,0.0,0.0
651,29,4,3,99,3,0.0,0.0,0.0,23.0,1.0,0.0,0.0
652,69,3,44,18,1,0.0,0.0,0.0,5.0,1.0,0.0,0.0
653,38,4,12,24,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0
654,59,1,33,55,1,77.0,0.0,0.0,14.0,0.0,1.0,0.0
655,54,1,30,58,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
657,52,1,26,33,3,0.0,0.0,1.0,3.0,1.0,1.0,0.0
659,48,2,22,38,1,0.0,0.0,0.0,7.0,0.0,0.0,0.0
660,52,4,26,23,3,98.0,1.0,0.0,6.0,0.0,0.0,0.0
661,66,2,41,61,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
662,50,1,25,81,1,138.0,0.0,0.0,29.0,0.0,0.0,0.0
663,67,1,42,129,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
664,46,1,16,33,3,0.0,0.0,0.0,7.5,0.0,0.0,0.0
665,63,4,39,63,1,0.0,0.0,0.0,22.0,0.0,1.0,0.0
666,43,4,17,70,2,0.0,0.0,0.0,14.0,0.0,1.0,0.0
667,32,4,6,45,1,158.0,0.0,0.0,2.0,1.0,1.0,0.0
668,44,3,19,65,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
669,33,4,8,74,1,0.0,1.0,0.0,22.0,1.0,0.0,0.0
670,52,4,27,50,3,0.0,1.0,0.0,18.0,0.0,0.0,0.0
671,33,4,8,22,3,109.0,0.0,0.0,5.0,0.0,1.0,0.0
672,32,4,5,30,3,0.0,0.0,0.0,10.0,0.0,0.0,0.0
673,53,4,29,21,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
674,42,2,17,155,1,0.0,0.0,0.0,39.0,0.0,1.0,0.0
675,36,4,11,64,3,164.0,0.0,0.0,21.0,0.0,1.0,0.0
676,60,4,34,65,3,0.0,0.0,0.0,26.0,1.0,0.0,0.0
677,37,4,12,71,3,0.0,0.0,0.0,7.0,0.0,1.0,0.0
678,64,3,39,40,2,0.0,1.0,0.0,5.0,0.0,1.0,0.0
679,47,3,22,69,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
680,43,3,16,69,2,0.0,0.0,0.0,23.3,0.0,0.0,0.0
681,54,3,28,45,2,131.0,0.0,0.0,6.0,0.0,1.0,0.0
682,40,3,15,62,2,0.0,0.0,0.0,7.0,1.0,0.0,0.0
683,47,2,22,172,3,391.0,1.0,1.0,43.0,0.0,1.0,1.0
684,45,3,18,24,2,0.0,0.0,0.0,10.0,1.0,1.0,0.0
685,54,1,28,80,1,0.0,0.0,0.0,49.0,0.0,0.0,0.0
686,46,3,19,8,2,88.0,0.0,0.0,6.7,0.0,1.0,0.0
687,33,4,8,38,1,129.0,0.0,0.0,8.0,1.0,1.0,0.0
688,48,4,22,93,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0
690,63,2,37,64,3,0.0,0.0,0.0,17.0,1.0,0.0,0.0
691,37,1,12,122,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
692,58,3,28,70,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
693,46,2,22,81,1,0.0,0.0,0.0,32.0,0.0,0.0,0.0
694,44,1,18,159,3,0.0,0.0,1.0,55.0,0.0,1.0,1.0
695,37,4,12,70,1,0.0,1.0,0.0,13.0,0.0,0.0,0.0
696,68,2,42,150,1,196.0,0.0,0.0,69.0,0.0,0.0,0.0
697,48,2,24,152,1,0.0,0.0,0.0,75.0,0.0,1.0,0.0
698,52,4,28,195,1,617.0,0.0,0.0,30.0,0.0,0.0,1.0
699,51,1,26,22,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
700,63,1,38,22,1,123.0,0.0,0.0,13.0,0.0,1.0,0.0
701,58,3,32,79,1,0.0,0.0,0.0,8.0,1.0,1.0,0.0
702,45,1,21,33,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
703,35,2,11,128,1,0.0,0.0,1.0,43.3,1.0,1.0,0.0
704,65,1,41,91,1,0.0,1.0,0.0,38.0,0.0,1.0,0.0
707,39,1,9,21,3,0.0,1.0,0.0,6.7,0.0,1.0,0.0
708,37,3,12,41,1,0.0,0.0,0.0,23.0,1.0,0.0,0.0
709,66,2,40,45,3,0.0,0.0,0.0,7.0,0.0,1.0,0.0
710,27,3,3,51,3,0.0,0.0,0.0,3.0,0.0,1.0,0.0
711,60,1,34,165,2,0.0,0.0,0.0,16.0,0.0,1.0,1.0
712,43,2,19,119,2,0.0,0.0,0.0,42.0,0.0,1.0,1.0
713,30,4,5,110,3,190.0,0.0,0.0,18.0,0.0,1.0,0.0
714,68,3,42,20,2,0.0,0.0,0.0,7.0,1.0,0.0,0.0
715,63,1,37,64,2,248.0,0.0,0.0,8.0,0.0,0.0,0.0
717,66,1,42,101,1,0.0,1.0,1.0,39.0,0.0,1.0,1.0
718,62,1,37,99,1,0.0,0.0,0.0,44.0,0.0,0.0,1.0
719,59,4,33,158,1,0.0,0.0,0.0,61.0,0.0,0.0,1.0
720,57,1,31,89,2,0.0,0.0,0.0,19.0,1.0,1.0,0.0
722,61,2,35,114,1,402.0,0.0,0.0,20.0,0.0,1.0,0.0
723,63,3,38,49,2,0.0,0.0,0.0,5.0,1.0,1.0,0.0
724,31,1,7,191,1,0.0,0.0,0.0,63.3,0.0,1.0,0.0
725,57,4,33,78,2,0.0,0.0,0.0,10.0,0.0,1.0,0.0
726,35,3,9,28,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
728,66,1,41,140,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0
729,51,1,26,45,2,0.0,0.0,0.0,13.0,0.0,1.0,0.0
730,59,2,35,122,1,360.0,0.0,1.0,3.0,1.0,1.0,0.0
731,39,3,15,65,2,0.0,0.0,0.0,26.0,0.0,1.0,0.0
733,32,2,6,153,1,392.0,0.0,0.0,20.0,0.0,0.0,0.0
734,42,4,16,89,2,0.0,0.0,0.0,14.0,0.0,0.0,0.0
735,62,1,37,91,1,0.0,0.0,0.0,26.0,1.0,1.0,0.0
736,34,4,9,55,2,185.0,0.0,0.0,20.0,0.0,1.0,0.0
737,46,2,22,118,1,0.0,0.0,0.0,33.0,1.0,0.0,0.0
738,38,1,8,22,3,103.0,0.0,0.0,6.7,0.0,0.0,0.0
739,57,3,27,63,3,138.0,0.0,0.0,14.0,1.0,1.0,0.0
740,54,4,30,12,2,78.0,1.0,0.0,5.0,0.0,1.0,0.0
741,47,3,22,50,2,0.0,0.0,0.0,27.0,0.0,1.0,0.0
742,28,2,3,43,3,0.0,1.0,1.0,16.0,1.0,1.0,0.0
743,43,4,18,173,1,0.0,0.0,1.0,66.0,1.0,1.0,1.0
744,29,2,5,60,1,132.0,0.0,0.0,30.0,0.0,0.0,1.0
745,42,1,17,113,3,0.0,1.0,0.0,10.0,0.0,1.0,0.0
746,31,4,7,155,2,0.0,0.0,0.0,53.0,0.0,1.0,1.0
747,55,4,31,91,2,0.0,0.0,0.0,10.0,1.0,0.0,0.0
748,56,4,32,55,2,0.0,0.0,0.0,11.0,0.0,1.0,0.0
749,47,2,23,173,1,419.0,0.0,0.0,14.0,0.0,1.0,0.0
750,46,3,22,71,3,0.0,0.0,0.0,3.0,1.0,0.0,0.0
751,59,2,33,24,3,88.0,0.0,0.0,4.0,0.0,0.0,0.0
752,41,1,17,42,2,81.0,0.0,0.0,20.0,0.0,1.0,0.0
753,33,2,9,141,1,0.0,0.0,0.0,43.3,0.0,1.0,0.0
754,35,1,9,32,3,0.0,0.0,0.0,19.0,0.0,1.0,0.0
755,38,4,13,55,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0
756,46,2,22,153,1,0.0,0.0,0.0,75.0,0.0,1.0,0.0
757,61,2,35,113,1,270.0,0.0,0.0,14.0,1.0,0.0,0.0
758,28,2,3,30,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
759,57,3,27,29,3,148.0,0.0,0.0,10.0,1.0,0.0,0.0
760,60,1,35,174,2,466.0,0.0,0.0,68.0,0.0,1.0,1.0
761,53,1,27,35,3,0.0,0.0,0.0,3.0,0.0,1.0,0.0
762,35,2,11,98,2,175.0,0.0,0.0,20.0,0.0,1.0,0.0
763,66,2,40,30,3,159.0,0.0,0.0,10.0,0.0,1.0,0.0
764,34,2,9,58,1,0.0,0.0,0.0,25.0,1.0,0.0,0.0
765,39,4,15,25,1,147.0,0.0,0.0,10.0,0.0,0.0,0.0
766,61,4,37,19,1,0.0,0.0,0.0,7.0,0.0,0.0,0.0
768,52,4,28,20,1,111.0,0.0,0.0,10.0,1.0,1.0,0.0
769,33,2,8,98,1,220.0,0.0,0.0,31.0,0.0,1.0,0.0
770,36,3,10,90,1,0.0,0.0,0.0,16.0,0.0,1.0,0.0
771,48,3,24,61,1,0.0,0.0,0.0,7.0,0.0,0.0,0.0
772,33,4,8,40,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
773,50,2,26,38,3,0.0,0.0,0.0,21.0,0.0,0.0,0.0
774,28,2,3,28,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
776,58,2,32,73,3,0.0,0.0,0.0,23.0,1.0,1.0,0.0
777,68,4,44,133,1,0.0,0.0,0.0,20.0,1.0,0.0,1.0
778,47,1,21,53,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
